Airline,Aircraft,FlightDuration,TravelMonth,IsInternational,SeatsEconomy,SeatsPremium,PitchEconomy,PitchPremium,WidthEconomy,WidthPremium,PriceEconomy,PricePremium,PriceRelative,SeatsTotal,PitchDifference,WidthDifference,PercentPremiumSeats
British,Boeing,6.83,Sep,International,243,56,31,38,18,19,1444,2982,1.07,299,7,1,18.73
British,Boeing,6.83,Oct,International,243,56,31,38,18,19,1444,2982,1.07,299,7,1,18.73
British,Boeing,7.58,Aug,International,243,56,31,38,18,19,1824,2549,0.4,299,7,1,18.73
British,Boeing,7.58,Sep,International,243,56,31,38,18,19,1824,2549,0.4,299,7,1,18.73
British,Boeing,7.58,Oct,International,243,56,31,38,18,19,1824,2549,0.4,299,7,1,18.73
British,Boeing,7.58,Jul,International,243,56,31,38,18,19,1823,2548,0.4,299,7,1,18.73
Jet,Boeing,3.08,Jul,International,138,28,30,40,17,21,354,524,0.48,166,10,4,16.87
Jet,Boeing,3.08,Aug,International,138,28,30,40,17,21,354,524,0.48,166,10,4,16.87
Jet,Boeing,3.08,Sep,International,138,28,30,40,17,21,354,524,0.48,166,10,4,16.87
Jet,Boeing,3.08,Oct,International,138,28,30,40,17,21,354,524,0.48,166,10,4,16.87
Jet,Boeing,3.08,Aug,International,138,28,30,40,17,21,464,616,0.33,166,10,4,16.87
Jet,Boeing,3.08,Sep,International,138,28,30,40,17,21,464,616,0.33,166,10,4,16.87
Jet,Boeing,3.08,Oct,International,138,28,30,40,17,21,464,616,0.33,166,10,4,16.87
Jet,Boeing,3.08,Jul,International,138,28,30,40,17,21,489,616,0.26,166,10,4,16.87
Delta,Boeing,4.26,Jul,Domestic,132,26,32,34,17,17,458,497,0.09,158,2,0,16.46
British,AirBus,11.16,Jul,International,303,55,31,38,18,19,2384,3563,0.49,358,7,1,15.36
British,AirBus,11.16,Aug,International,303,55,31,38,18,19,2384,3563,0.49,358,7,1,15.36
British,AirBus,11.16,Sep,International,303,55,31,38,18,19,2384,3563,0.49,358,7,1,15.36
British,AirBus,11.16,Oct,International,303,55,31,38,18,19,2384,3563,0.49,358,7,1,15.36
British,AirBus,10.5,Jul,International,303,55,31,38,18,19,1848,3536,0.91,358,7,1,15.36
British,AirBus,10.5,Aug,International,303,55,31,38,18,19,1848,3536,0.91,358,7,1,15.36
British,AirBus,10.5,Sep,International,303,55,31,38,18,19,1848,3536,0.91,358,7,1,15.36
British,AirBus,10.5,Oct,International,303,55,31,38,18,19,1848,3536,0.91,358,7,1,15.36
British,AirBus,13.08,Aug,International,303,55,31,38,18,19,1758,2592,0.47,358,7,1,15.36
British,AirBus,13.08,Sep,International,303,55,31,38,18,19,1758,2592,0.47,358,7,1,15.36
British,AirBus,13.08,Oct,International,303,55,31,38,18,19,1758,2592,0.47,358,7,1,15.36
British,AirBus,11.16,Sep,International,303,55,31,38,18,19,719,1634,1.27,358,7,1,15.36
British,AirBus,11.16,Oct,International,303,55,31,38,18,19,719,1634,1.27,358,7,1,15.36
British,AirBus,11.16,Aug,International,303,55,31,38,18,19,1198,1634,0.36,358,7,1,15.36
British,AirBus,4.08,Sep,International,303,55,31,38,18,19,457,486,0.06,358,7,1,15.36
British,AirBus,3.58,Aug,International,303,55,31,38,18,19,402,442,0.1,358,7,1,15.36
British,AirBus,3.58,Sep,International,303,55,31,38,18,19,402,442,0.1,358,7,1,15.36
British,AirBus,2.41,Jul,International,303,55,31,38,18,19,392,407,0.04,358,7,1,15.36
British,AirBus,3.25,Aug,International,303,55,31,38,18,19,356,396,0.11,358,7,1,15.36
British,AirBus,3.25,Sep,International,303,55,31,38,18,19,356,396,0.11,358,7,1,15.36
British,AirBus,3.58,Aug,International,303,55,31,38,18,19,322,348,0.08,358,7,1,15.36
British,AirBus,2.66,Oct,International,303,55,31,38,18,19,297,323,0.09,358,7,1,15.36
British,AirBus,2.41,Aug,International,303,55,31,38,18,19,303,319,0.05,358,7,1,15.36
British,AirBus,2.41,Sep,International,303,55,31,38,18,19,303,319,0.05,358,7,1,15.36
British,AirBus,2.41,Aug,International,303,55,31,38,18,19,276,306,0.11,358,7,1,15.36
British,AirBus,3.25,Oct,International,303,55,31,38,18,19,249,285,0.14,358,7,1,15.36
British,AirBus,1.83,Jul,International,303,55,31,38,18,19,238,278,0.17,358,7,1,15.36
British,AirBus,3.58,Oct,International,303,55,31,38,18,19,238,276,0.16,358,7,1,15.36
British,AirBus,4.5,Aug,International,303,55,31,38,18,19,228,263,0.15,358,7,1,15.36
British,AirBus,2.41,Oct,International,303,55,31,38,18,19,231,247,0.07,358,7,1,15.36
British,AirBus,4.5,Oct,International,303,55,31,38,18,19,203,238,0.17,358,7,1,15.36
British,AirBus,1.83,Aug,International,303,55,31,38,18,19,201,237,0.18,358,7,1,15.36
British,AirBus,2.41,Jul,International,303,55,31,38,18,19,207,237,0.14,358,7,1,15.36
British,AirBus,3.58,Sep,International,303,55,31,38,18,19,207,234,0.13,358,7,1,15.36
British,AirBus,4.08,Aug,International,303,55,31,38,18,19,182,211,0.16,358,7,1,15.36
British,AirBus,2.83,Sep,International,303,55,31,38,18,19,171,201,0.18,358,7,1,15.36
British,AirBus,4.5,Sep,International,303,55,31,38,18,19,168,198,0.18,358,7,1,15.36
British,AirBus,1.25,Jul,International,303,55,31,38,18,19,140,175,0.25,358,7,1,15.36
British,AirBus,4.08,Oct,International,303,55,31,38,18,19,147,175,0.2,358,7,1,15.36
British,Boeing,1.25,Aug,International,303,55,31,38,18,19,137,172,0.26,358,7,1,15.36
British,AirBus,2.41,Sep,International,303,55,31,38,18,19,138,165,0.19,358,7,1,15.36
British,AirBus,1.83,Sep,International,303,55,31,38,18,19,126,156,0.23,358,7,1,15.36
British,AirBus,1.83,Oct,International,303,55,31,38,18,19,126,156,0.23,358,7,1,15.36
British,AirBus,1.25,Aug,International,303,55,31,38,18,19,109,141,0.3,358,7,1,15.36
British,AirBus,1.25,Sep,International,303,55,31,38,18,19,109,141,0.3,358,7,1,15.36
British,Boeing,1.25,Sep,International,303,55,31,38,18,19,109,141,0.3,358,7,1,15.36
British,AirBus,3.58,Oct,International,303,55,31,38,18,19,104,131,0.25,358,7,1,15.36
British,AirBus,2.83,Oct,International,303,55,31,38,18,19,97,125,0.29,358,7,1,15.36
British,Boeing,1.33,Aug,International,303,55,31,38,18,19,77,99,0.29,358,7,1,15.36
British,Boeing,1.33,Sep,International,303,55,31,38,18,19,77,99,0.29,358,7,1,15.36
British,Boeing,1.25,Oct,International,303,55,31,38,18,19,69,97,0.4,358,7,1,15.36
British,AirBus,2.41,Oct,International,312,55,31,38,18,19,74,97,0.31,367,7,1,14.99
British,Boeing,1.33,Oct,International,303,55,31,38,18,19,65,86,0.33,358,7,1,15.36
Delta,Boeing,4.33,Aug,Domestic,171,29,32,35,18,18,298,337,0.13,200,3,0,14.5
Delta,Boeing,4.51,Aug,Domestic,171,29,32,35,18,18,423,467,0.1,200,3,0,14.5
Delta,Boeing,4.33,Jul,Domestic,171,29,32,35,18,18,483,527,0.09,200,3,0,14.5
Delta,Boeing,4.51,Jul,Domestic,171,29,32,35,18,18,713,757,0.06,200,3,0,14.5
Virgin,Boeing,11.25,Jul,International,198,35,31,38,18,21,574,1619,1.82,233,7,3,15.02
Virgin,Boeing,11.25,Aug,International,198,35,31,38,18,21,574,1619,1.82,233,7,3,15.02
Virgin,Boeing,11.25,Sep,International,198,35,31,38,18,21,574,1619,1.82,233,7,3,15.02
Virgin,Boeing,11.25,Oct,International,198,35,31,38,18,21,574,1619,1.82,233,7,3,15.02
Virgin,Boeing,12.08,Aug,International,198,35,31,38,18,21,1086,2964,1.73,233,7,3,15.02
Virgin,Boeing,12.08,Sep,International,198,35,31,38,18,21,1086,2964,1.73,233,7,3,15.02
Virgin,Boeing,12.08,Oct,International,198,35,31,38,18,21,1086,2964,1.73,233,7,3,15.02
Virgin,Boeing,12.08,Jul,International,198,35,31,38,18,21,1247,2964,1.38,233,7,3,15.02
Virgin,Boeing,9.91,Jul,International,375,66,31,38,18,21,1781,3509,0.97,441,7,3,14.97
Virgin,Boeing,9.91,Aug,International,375,66,31,38,18,21,1781,3509,0.97,441,7,3,14.97
Virgin,Boeing,9.91,Sep,International,375,66,31,38,18,21,1781,3509,0.97,441,7,3,14.97
Virgin,Boeing,9.91,Oct,International,375,66,31,38,18,21,1781,3509,0.97,441,7,3,14.97
Virgin,Boeing,10.83,Jul,International,198,35,31,38,18,21,1580,3019,0.91,233,7,3,15.02
Virgin,Boeing,10.83,Aug,International,198,35,31,38,18,21,1580,3019,0.91,233,7,3,15.02
Virgin,Boeing,10.83,Sep,International,198,35,31,38,18,21,1580,3019,0.91,233,7,3,15.02
Virgin,Boeing,10.83,Oct,International,198,35,31,38,18,21,1580,3019,0.91,233,7,3,15.02
Virgin,Boeing,10.41,Oct,International,198,35,31,38,18,21,1903,3509,0.84,233,7,3,15.02
Virgin,Boeing,12.58,Aug,International,198,35,31,38,18,21,1096,1710,0.56,233,7,3,15.02
Virgin,Boeing,10.75,Jul,International,375,66,31,38,18,21,2445,3694,0.51,441,7,3,14.97
Virgin,Boeing,10.75,Aug,International,375,66,31,38,18,21,2445,3694,0.51,441,7,3,14.97
Virgin,Boeing,10.75,Sep,International,375,66,31,38,18,21,2445,3694,0.51,441,7,3,14.97
Virgin,Boeing,10.75,Oct,International,375,66,31,38,18,21,2445,3694,0.51,441,7,3,14.97
Virgin,Boeing,12.58,Oct,International,198,35,31,38,18,21,975,1465,0.5,233,7,3,15.02
Virgin,Boeing,11.33,Oct,International,198,35,31,38,18,21,2369,3540,0.49,233,7,3,15.02
Virgin,Boeing,7.66,Jul,International,198,35,31,38,18,21,1811,2531,0.4,233,7,3,15.02
Virgin,Boeing,7.66,Aug,International,198,35,31,38,18,21,1811,2531,0.4,233,7,3,15.02
Virgin,Boeing,7.66,Sep,International,198,35,31,38,18,21,1811,2531,0.4,233,7,3,15.02
Virgin,Boeing,7.66,Oct,International,198,35,31,38,18,21,1811,2531,0.4,233,7,3,15.02
Virgin,Boeing,12.58,Sep,International,198,35,31,38,18,21,1356,1710,0.26,233,7,3,15.02
Delta,AirBus,8.33,Aug,International,233,38,31,38,18,21,1778,2588,0.46,271,7,3,14.02
Delta,AirBus,8.33,Oct,International,233,38,31,38,18,21,1778,2588,0.46,271,7,3,14.02
Delta,AirBus,9.5,Aug,International,233,38,31,38,18,21,1999,2765,0.38,271,7,3,14.02
Delta,AirBus,9.5,Sep,International,233,38,31,38,18,21,1999,2765,0.38,271,7,3,14.02
Delta,AirBus,9.5,Oct,International,233,38,31,38,18,21,1999,2765,0.38,271,7,3,14.02
Delta,AirBus,8.33,Sep,International,233,38,31,38,18,21,1985,2588,0.3,271,7,3,14.02
Virgin,AirBus,6.91,Jul,International,233,38,31,38,18,21,1434,2982,1.08,271,7,3,14.02
Virgin,AirBus,6.91,Aug,International,233,38,31,38,18,21,1434,2982,1.08,271,7,3,14.02
Virgin,AirBus,6.91,Sep,International,233,38,31,38,18,21,1434,2982,1.08,271,7,3,14.02
Virgin,AirBus,6.91,Oct,International,233,38,31,38,18,21,1434,2982,1.08,271,7,3,14.02
Virgin,AirBus,6.58,Jul,International,233,38,31,38,18,21,1476,2997,1.03,271,7,3,14.02
Virgin,AirBus,6.58,Aug,International,233,38,31,38,18,21,1476,2997,1.03,271,7,3,14.02
Virgin,AirBus,6.58,Sep,International,233,38,31,38,18,21,1476,2997,1.03,271,7,3,14.02
Virgin,AirBus,6.58,Oct,International,233,38,31,38,18,21,1476,2997,1.03,271,7,3,14.02
Virgin,AirBus,10.41,Jul,International,233,38,31,38,18,21,1903,3509,0.84,271,7,3,14.02
Virgin,AirBus,10.41,Aug,International,233,38,31,38,18,21,1903,3509,0.84,271,7,3,14.02
Virgin,AirBus,10.41,Sep,International,233,38,31,38,18,21,1903,3509,0.84,271,7,3,14.02
Virgin,AirBus,11.33,Aug,International,233,38,31,38,18,21,2369,3540,0.49,271,7,3,14.02
Virgin,AirBus,11.33,Sep,International,233,38,31,38,18,21,2369,3540,0.49,271,7,3,14.02
Virgin,AirBus,7.41,Jul,International,233,38,31,38,18,21,1767,2499,0.41,271,7,3,14.02
Virgin,AirBus,7.41,Aug,International,233,38,31,38,18,21,1767,2499,0.41,271,7,3,14.02
Virgin,AirBus,7.41,Sep,International,233,38,31,38,18,21,1767,2499,0.41,271,7,3,14.02
Virgin,AirBus,7.41,Oct,International,233,38,31,38,18,21,1767,2499,0.41,271,7,3,14.02
Virgin,AirBus,7.08,Jul,International,233,38,31,38,18,21,1919,2409,0.26,271,7,3,14.02
Virgin,AirBus,7.75,Jul,International,233,38,31,38,18,21,540,594,0.1,271,7,3,14.02
Virgin,AirBus,7.75,Sep,International,233,38,31,38,18,21,540,594,0.1,271,7,3,14.02
Virgin,AirBus,7.75,Oct,International,233,38,31,38,18,21,540,594,0.1,271,7,3,14.02
AirFrance,AirBus,9.5,Oct,International,147,21,32,38,18,19,630,1611,1.56,168,6,1,12.5
AirFrance,AirBus,9.5,Sep,International,147,21,32,38,18,19,743,1611,1.17,168,6,1,12.5
AirFrance,AirBus,9.5,Aug,International,147,21,32,38,18,19,990,1611,0.63,168,6,1,12.5
AirFrance,AirBus,8.33,Jul,International,147,21,32,38,18,19,2659,2859,0.08,168,6,1,12.5
AirFrance,AirBus,8.33,Aug,International,147,21,32,38,18,19,2659,2859,0.08,168,6,1,12.5
AirFrance,AirBus,8.33,Sep,International,147,21,32,38,18,19,2659,2859,0.08,168,6,1,12.5
AirFrance,AirBus,8.33,Oct,International,147,21,32,38,18,19,2659,2859,0.08,168,6,1,12.5
AirFrance,AirBus,8.33,Jul,International,147,21,32,38,18,19,2659,2859,0.08,168,6,1,12.5
AirFrance,AirBus,8.33,Aug,International,147,21,32,38,18,19,2659,2859,0.08,168,6,1,12.5
AirFrance,AirBus,8.33,Sep,International,147,21,32,38,18,19,2659,2859,0.08,168,6,1,12.5
AirFrance,AirBus,8.33,Oct,International,147,21,32,38,18,19,2659,2859,0.08,168,6,1,12.5
AirFrance,AirBus,7.33,Aug,International,147,21,32,38,18,19,2607,2807,0.08,168,6,1,12.5
AirFrance,AirBus,7.33,Sep,International,147,21,32,38,18,19,2607,2807,0.08,168,6,1,12.5
AirFrance,AirBus,7.33,Oct,International,147,21,32,38,18,19,2607,2807,0.08,168,6,1,12.5
AirFrance,AirBus,6.83,Sep,International,147,21,32,38,18,19,2860,3063,0.07,168,6,1,12.5
AirFrance,AirBus,6.83,Oct,International,147,21,32,38,18,19,2860,3063,0.07,168,6,1,12.5
AirFrance,AirBus,8.91,Aug,International,147,21,32,38,18,19,2609,2787,0.07,168,6,1,12.5
AirFrance,AirBus,8.91,Sep,International,147,21,32,38,18,19,2609,2787,0.07,168,6,1,12.5
AirFrance,AirBus,8.91,Oct,International,147,21,32,38,18,19,2609,2787,0.07,168,6,1,12.5
AirFrance,AirBus,8.08,Sep,International,147,21,32,38,18,19,2813,2922,0.04,168,6,1,12.5
AirFrance,AirBus,9.18,Jul,International,147,21,32,38,18,19,3165,3275,0.03,168,6,1,12.5
AirFrance,AirBus,9.18,Aug,International,147,21,32,38,18,19,3165,3275,0.03,168,6,1,12.5
AirFrance,AirBus,9.25,Sep,International,147,21,32,38,18,19,3165,3275,0.03,168,6,1,12.5
AirFrance,AirBus,9.25,Oct,International,147,21,32,38,18,19,3165,3275,0.03,168,6,1,12.5
AirFrance,AirBus,9.16,Jul,International,147,21,32,38,18,19,3165,3275,0.03,168,6,1,12.5
AirFrance,AirBus,9.16,Aug,International,147,21,32,38,18,19,3165,3275,0.03,168,6,1,12.5
AirFrance,AirBus,9.25,Sep,International,147,21,32,38,18,19,3165,3275,0.03,168,6,1,12.5
AirFrance,AirBus,9.25,Oct,International,147,21,32,38,18,19,3165,3275,0.03,168,6,1,12.5
British,Boeing,10.41,Aug,International,243,36,31,38,18,19,1651,3509,1.13,279,7,1,12.9
British,Boeing,10.41,Oct,International,243,36,31,38,18,19,1651,3509,1.13,279,7,1,12.9
British,Boeing,10.41,Sep,International,243,36,31,38,18,19,2775,3509,0.26,279,7,1,12.9
British,Boeing,11,Aug,International,243,36,31,38,18,19,2230,3227,0.45,279,7,1,12.9
British,Boeing,11,Sep,International,243,36,31,38,18,19,2230,3227,0.45,279,7,1,12.9
British,Boeing,11,Oct,International,243,36,31,38,18,19,2230,3227,0.45,279,7,1,12.9
British,Boeing,9.91,Jul,International,243,36,31,38,18,19,2356,3200,0.36,279,7,1,12.9
British,Boeing,9.91,Aug,International,243,36,31,38,18,19,2356,3200,0.36,279,7,1,12.9
British,Boeing,9.91,Sep,International,243,36,31,38,18,19,2356,3200,0.36,279,7,1,12.9
British,Boeing,9.91,Oct,International,243,36,31,38,18,19,2356,3200,0.36,279,7,1,12.9
British,Boeing,8.58,Aug,International,243,36,31,38,18,19,1562,3099,0.98,279,7,1,12.9
British,Boeing,8.58,Sep,International,243,36,31,38,18,19,1562,3099,0.98,279,7,1,12.9
British,Boeing,8.58,Oct,International,243,36,31,38,18,19,1562,3099,0.98,279,7,1,12.9
British,Boeing,11.41,Jul,International,243,36,31,38,18,19,2281,3025,0.33,279,7,1,12.9
British,Boeing,11.41,Aug,International,243,36,31,38,18,19,2281,3025,0.33,279,7,1,12.9
British,Boeing,11.41,Sep,International,243,36,31,38,18,19,2281,3025,0.33,279,7,1,12.9
British,Boeing,11.41,Oct,International,243,36,31,38,18,19,2281,3025,0.33,279,7,1,12.9
British,Boeing,9.33,Aug,International,243,36,31,38,18,19,1813,2472,0.36,279,7,1,12.9
British,Boeing,9.33,Sep,International,243,36,31,38,18,19,1813,2472,0.36,279,7,1,12.9
British,Boeing,9.33,Oct,International,243,36,31,38,18,19,1813,2472,0.36,279,7,1,12.9
British,Boeing,8.91,Sep,International,243,36,31,38,18,19,1140,2423,1.13,279,7,1,12.9
British,Boeing,8.66,Aug,International,243,36,31,38,18,19,1609,2292,0.42,279,7,1,12.9
British,Boeing,8.66,Sep,International,243,36,31,38,18,19,1609,2292,0.42,279,7,1,12.9
British,Boeing,8.66,Oct,International,243,36,31,38,18,19,1609,2292,0.42,279,7,1,12.9
British,Boeing,7.25,Aug,International,243,36,31,38,18,19,1632,2278,0.4,279,7,1,12.9
British,Boeing,7.25,Sep,International,243,36,31,38,18,19,1632,2278,0.4,279,7,1,12.9
British,Boeing,7.25,Oct,International,243,36,31,38,18,19,1632,2278,0.4,279,7,1,12.9
British,Boeing,8.91,Aug,International,243,36,31,38,18,19,1140,2049,0.8,279,7,1,12.9
British,Boeing,7.08,Aug,International,243,36,31,38,18,19,1736,1866,0.07,279,7,1,12.9
British,Boeing,7.08,Sep,International,243,36,31,38,18,19,1736,1866,0.07,279,7,1,12.9
British,Boeing,7.08,Oct,International,243,36,31,38,18,19,1736,1866,0.07,279,7,1,12.9
British,Boeing,11.41,Aug,International,243,36,31,38,18,19,846,1784,1.11,279,7,1,12.9
British,Boeing,11.41,Oct,International,243,36,31,38,18,19,846,1784,1.11,279,7,1,12.9
British,Boeing,11.41,Jul,International,243,36,31,38,18,19,937,1784,0.91,279,7,1,12.9
British,Boeing,11.41,Sep,International,243,36,31,38,18,19,1485,1784,0.2,279,7,1,12.9
British,Boeing,8.91,Oct,International,243,36,31,38,18,19,891,1603,0.8,279,7,1,12.9
British,Boeing,11.08,Jul,International,243,36,31,38,18,19,1323,1550,0.17,279,7,1,12.9
